id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17943203,ReUrban Flats - Santa Catarina #1,117465618,Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15363,-8.60572,Entire home/apt,59,1,21,2017-07-18,0.41,3,181
17943883,ReUrban Flats - Santa Catarina #2,117465618,Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15335,-8.60381,Entire home/apt,45,2,27,2019-08-18,0.52,3,141
17951670,Praça Guest House,31336345,Ana,AROUCA,Arouca e Burgo,40.93025,-8.24512,Entire home/apt,120,2,2,2018-10-04,0.04,1,149
17956449,Liiiving in Porto | Historic Clérigos Studio - 1F,123222331,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14602,-8.61435,Entire home/apt,83,2,16,2017-09-19,0.31,9,361
17958148,Liiiving | Historic Clérigos Studio - 1B,123222331,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14649,-8.61244,Entire home/apt,104,2,21,2017-05-29,0.41,9,337
17960308,Magic Escape Apartments 3 - Douro River Views,123280478,Diogo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1371,-8.61118,Entire home/apt,135,2,164,2021-06-19,3.17,3,330
17961827,Liiiving in Porto | Historic Clérigos Studio - 2F,123222331,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14729,-8.61247,Entire home/apt,90,2,20,2017-07-08,0.39,9,359
17962609,Covelo Apartment,123323634,Sara And Nuno,PORTO,Paranhos,41.16811,-8.60345,Entire home/apt,41,2,172,2019-12-02,3.33,1,0
17967211,Liiiving | Historic Clérigos Studio - 2B,123222331,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14656,-8.61432,Entire home/apt,103,2,23,2019-06-13,0.44,9,301
17967320,Liiiving | Historic Clérigos Studio - 3B,123222331,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14604,-8.61295,Entire home/apt,103,2,35,2019-06-26,0.69,9,293
17967809,Quinta de Alvarenga-Passadiços do Paiva Alojamento,107986292,Isabel,AROUCA,Alvarenga,40.96462,-8.16767,Private room,80,1,16,2020-08-22,0.31,1,163
17974061,Oporto Vintage Art Suite with Garden,39241118,Jorge,PORTO,Bonfim,41.15014,-8.596,Private room,53,3,138,2019-11-29,2.77,3,325
17979341,Room for 2 in a flat @ downtown center,107698722,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15152,-8.61155,Private room,50,2,7,2018-11-02,0.14,1,178
17980139,Bombarda-House & Home,123230766,Francisco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14986,-8.62083,Entire home/apt,120,2,43,2019-05-25,0.83,1,289
17987773,Magic Escape Apartments 2 - Douro River Views,123280478,Diogo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13685,-8.61111,Entire home/apt,135,2,132,2020-01-02,2.55,3,346
17992463,DA'HOME - January's 31 Studio,123556085,DA'Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14612,-8.60762,Entire home/apt,74,2,78,2019-07-06,1.51,1,355
18004901,Living in Porto - historic center,32737881,Irene Jesus,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.60915,Entire home/apt,42,6,107,2020-01-14,2.19,3,57
18007618,Heaven's home,2011887,Carolina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15996,-8.62985,Entire home/apt,64,2,38,2017-10-31,0.74,2,179
18012151,SABERAMAR - LITTLE COUNTRY,17273392,Ana,AROUCA,Tropeço,40.94373,-8.31093,Entire home/apt,65,2,13,2018-01-19,0.26,2,318
18013724,Lapa Garden,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15638,-8.6127,Entire home/apt,60,2,139,2020-11-02,2.74,17,156
18015634,Casa das Andorinhas -Quarto 1,116273205,Rita Branco Venancio,PORTO,Paranhos,41.17672,-8.60914,Private room,19,2,5,2019-08-12,0.13,9,5
18016037,Magic Escape Apartments 1 - Douro River Views,123280478,Diogo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13685,-8.61111,Entire home/apt,135,2,139,2020-03-13,2.69,3,340
18016331,Apartamento T4 Praia Azul,123873173,Paula,VILA DO CONDE,Vila do Conde,41.34685,-8.75086,Entire home/apt,90,2,21,2020-04-15,0.41,2,313
18017288,Casa das Andorinhas-Quarto 6,116273205,Rita Branco Venancio,PORTO,Paranhos,41.17782,-8.60931,Private room,20,2,5,2018-10-11,0.11,9,179
18017514,Casa das Andorinhas-Quarto 2,116273205,Rita Branco Venancio,PORTO,Paranhos,41.17604,-8.60963,Private room,19,2,10,2018-10-09,0.20,9,179
18021993,.COM APARTMENT,123932225,IsabelPedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1509,-8.6047,Entire home/apt,42,1,67,2020-01-30,1.31,1,356
18026770,Arouca Country House,15351613,António Valente E Rui Marcelo,AROUCA,Escariz,40.93777,-8.41536,Entire home/apt,40,2,22,2017-05-03,0.44,1,77
18034735,BOUTIQUE Rentals - Provence Apartment,185835,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15259,-8.61363,Entire home/apt,84,1,17,2020-01-23,0.36,16,216
18039532,Apartamento T2 Vila Nova de Gaia,124108289,Maria Alzira,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.11152,-8.62623,Entire home/apt,55,2,68,2019-12-20,1.33,1,329
18040160,Apartamento do Sol,34451370,Bruno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14234,-8.60616,Entire home/apt,110,2,84,2019-09-02,1.63,4,0
18051155,Oporto Pop Art Suite,39241118,Jorge,PORTO,Bonfim,41.14893,-8.59679,Private room,43,3,54,2019-06-10,1.09,3,161
18051725,Friends&Family House,120358673,Henrique,PORTO,Lordelo do Ouro e Massarelos,41.14852,-8.62347,Entire home/apt,219,3,130,2019-12-03,2.55,4,329
18052030,Porto Downtown Apartment I,13290472,Pda,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14609,-8.60304,Entire home/apt,35,3,148,2018-10-20,2.87,3,314
18052701,Sunny Apartment Amazing View,124239794,Nélia,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13342,-8.62149,Entire home/apt,50,2,125,2019-08-28,2.42,1,155
18053096,Apartamento Mezanine Rua das Flores,101346286,Charm,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14375,-8.61432,Private room,129,1,0,,,5,288
18053317,Twin com WC privado Exterior + Pequeno Almoço,124244026,Mirandesa,PORTO,Bonfim,41.14545,-8.59663,Private room,50,1,1,2017-04-16,0.02,3,357
18054129,Duplo com casa de banho privada + Pequeno Almoço,124244026,Mirandesa,PORTO,Bonfim,41.1454,-8.59769,Private room,55,1,1,2017-04-16,0.02,3,363
18055018,Single com WC privado exterior+ Pequeno Almoço,124244026,Mirandesa,PORTO,Bonfim,41.1455,-8.59791,Private room,35,1,3,2017-04-09,0.06,3,334
18055064,Liiiving in Porto | Historic Clérigos Studio - 4F,123222331,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14795,-8.61374,Entire home/apt,115,2,23,2019-06-20,0.45,9,365
18055259,Porto Downtown Apartment II,13290472,Pda,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14692,-8.60297,Entire home/apt,45,2,140,2017-11-26,2.71,3,329
18056932,Hello Porto Firehouse,59469397,Miguel,PORTO,Bonfim,41.14901,-8.601699,Entire home/apt,56,2,173,2019-11-11,3.36,5,0
18058463,Bridges Appartement,54233750,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15291,-8.61455,Entire home/apt,39,2,89,2019-06-23,1.74,1,15
18064670,Awesome Place near the city.,71784007,Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16218,-8.61009,Private room,14,1,1,2017-04-05,0.02,1,0
18075250,Casa do Marquês,69521638,Francisco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16133,-8.60482,Entire home/apt,55,2,63,2018-09-28,1.23,1,66
18077145,Right in front of the beach  .....   2/4 pax,124469568,Nuno,VILA DO CONDE,Azurara,41.33815,-8.73891,Entire home/apt,79,3,76,2019-10-10,1.47,1,260
18077450,Country Apartment by JC,124472632,João,PORTO,Paranhos,41.16546,-8.59685,Entire home/apt,119,1,83,2018-12-24,1.61,12,329
18078119,Trindade Sweet Home,124476237,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15554,-8.60901,Entire home/apt,60,2,10,2018-11-01,0.24,3,0
18093446,Sailing boat-Marina PORTO Atlântico-WIFI&Parking,124611103,Raul,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18769,-8.70582,Entire home/apt,50,3,26,2017-10-16,0.53,2,270
18094362,Oporto Meet & Dream - Lux,63404625,Catarina,PORTO,Campanhã,41.16105,-8.58317,Entire home/apt,50,2,28,2017-09-20,0.54,2,0
18101793,NIGHT ON BOARD - 2 Rooms + 2 WC + Air Condition,124685151,Ceclone,VILA NOVA DE GAIA,Canidelo,41.14117,-8.65011,Entire home/apt,165,1,129,2019-10-17,2.53,1,351
18101836,"Deco Gem Aliados 
Luxury Downtown Apartment",124686246,Pengiran,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14949,-8.61088,Entire home/apt,143,3,150,2020-02-14,2.92,1,352
18104001,MERC PORTO CLÉRIGO´S PLACE,124699338,Merc,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14792,-8.61418,Entire home/apt,61,2,23,2021-07-06,0.97,10,215
18104447,NiP Apartment | Porto City Center Near All Sights,124705122,Andreia & Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14436,-8.60268,Entire home/apt,69,2,210,2021-06-25,4.10,1,304
18105434,Fabulous Apartment right in the center of Porto,83918819,"TROTAMUNDOS, Lda",PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1492,-8.60594,Entire home/apt,85,2,11,2019-06-25,0.23,2,0
18115127,Porto 21 # Cosy & Charming @ City Center,121819923,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15772,-8.62174,Entire home/apt,79,2,46,2018-10-21,0.93,1,1
18115317,Hostel Prestige Oporto,102087225,Santos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14297,-8.60322,Entire home/apt,60,2,5,2018-09-30,0.16,2,365
18115845,Petrus Duplex & Garden - Porto's City Center,124819245,Paula,PORTO,Bonfim,41.15137,-8.60332,Entire home/apt,75,2,138,2019-09-13,2.70,1,0
18117616,2 Private rooms at a charming summer house!,124834329,Augusta,VILA NOVA DE GAIA,Arcozelo,41.06408,-8.65199,Private room,60,2,51,2020-08-23,0.99,1,353
18120357,Barrels Loft - Duplex in Porto's Downtown,124861901,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1509,-8.60323,Entire home/apt,35,2,99,2018-06-30,1.93,1,0
18121629,"Tradicional Cozy House, City Center ॐ Ambar",84293138,Dalila,PORTO,Bonfim,41.14248,-8.59982,Entire home/apt,68,2,11,2018-08-31,0.23,2,0
18122614,New! Close to beach with great terrace,27392607,Ana & Salomé,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18026,-8.69258,Entire home/apt,59,2,5,2018-09-14,0.13,1,0
18123218,New apartment in the Historical Center of Porto!,124890057,Cesário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14695,-8.60641,Entire home/apt,38,2,127,2020-02-20,2.51,2,150
18124487,Room Flower in Casa Galeria. Modern and central!,31519672,Rosália,PORTO,Paranhos,41.1635,-8.60471,Private room,54,1,4,2019-07-23,0.09,3,346
18135416,Cozy Apartment by Douro River,10067687,Rui,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13678,-8.62416,Entire home/apt,46,1,45,2021-06-15,0.90,1,345
18151314,The Traveler Central Apartment,125159326,HomePorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15817,-8.6216,Entire home/apt,50,3,74,2019-10-08,1.45,1,354
18152829,Cosy 3 bedrooms apartment - Combatentes,5810647,José,PORTO,Paranhos,41.1672,-8.59098,Entire home/apt,90,3,0,,,4,32
18158507,"Beach, Surf & City - Espinho",43832927,Rui Pedro,ESPINHO,Espinho,41.01155,-8.64353,Entire home/apt,56,3,31,2019-10-27,1.13,1,300
18160151,1 bedroom low cost apartment in the historic area,89383433,Daniela E Lisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14223,-8.60749,Entire home/apt,48,2,94,2019-10-24,1.88,6,340
18160657,low cost basement  apartment in the historic area,89383433,Daniela E Lisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14224,-8.60751,Entire home/apt,31,2,60,2019-10-13,1.17,6,271
18174392,Veleiro,125373970,José,VILA NOVA DE GAIA,Canidelo,41.14281,-8.65056,Entire home/apt,100,1,12,2019-08-08,0.25,1,64
18176568,NEW! Quiet Porto,27328790,Diana,PORTO,Campanhã,41.15614,-8.56055,Entire home/apt,40,3,43,2018-07-01,0.84,1,261
18176723,Trindade Bom-Jardim,65908096,João Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15271,-8.60853,Entire home/apt,100,2,30,2017-08-16,0.62,1,319
18178588,Quinta dos Moinhos,125415937,Daniel Gonçalves,GONDOMAR,Melres e Medas,41.07526,-8.41656,Entire home/apt,586,2,64,2020-01-04,1.47,1,294
18187137,Private Suite room with  private bathroom,125498412,Margarida,PORTO,Lordelo do Ouro e Massarelos,41.15994,-8.6385,Private room,40,1,13,2019-10-25,0.46,6,360
18192884,Your apartament in Porto,125552374,Raul,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12262,-8.60741,Entire home/apt,42,2,19,2018-10-29,0.40,2,0
18194072,GuestReady - Message in a Bottle,125565102,Silveiras Lofts,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14466,-8.61289,Entire home/apt,30,2,190,2020-12-08,3.74,5,347
18194398,GuestReady - The Notebook,125565102,Silveiras Lofts,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14402,-8.61225,Entire home/apt,26,2,221,2020-02-21,4.28,5,355
18194546,Downtown apartment,116104069,Jorge,PORTO,Bonfim,41.14701,-8.5997,Entire home/apt,39,1,129,2019-09-04,2.56,3,304
18196238,Porto Premium Apartment by CG,93915497,Carla,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18139,-8.65625,Entire home/apt,80,2,104,2021-05-16,2.12,1,142
18207856,Skylight House,47472784,João,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15017,-8.66746,Entire home/apt,119,2,17,2019-09-13,0.36,1,335
18208615,Aconchego no Centro Histórico,111813453,Simone,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14407,-8.60492,Entire home/apt,35,3,192,2019-06-02,3.76,1,135
18210384,Porto Trindade Cozy Flat,3953109,Feels Like Home,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15585,-8.60944,Entire home/apt,71,2,38,2017-10-14,0.76,74,12
18212896,Oporto Downtown-With Terrace-Casa dos Abraços,125741016,Maria,PORTO,Bonfim,41.15195,-8.59922,Entire home/apt,79,2,77,2019-12-29,1.58,1,0
18222018,Have a Drink in the Garden at a Modern and Central Three Story House,31519672,Rosália,PORTO,Paranhos,41.16422,-8.60394,Entire home/apt,83,1,17,2019-10-13,0.35,3,347
18222845,Cozy Apartment in Heart of Gaia - Porto,125838671,Cláudia & Filipe,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12859,-8.60898,Entire home/apt,41,2,113,2019-11-05,2.21,1,336
18224003,MonteCativo apartament,125852121,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15941,-8.61657,Entire home/apt,55,2,68,2018-04-12,1.33,2,127
18234263,Eco House Balio,31021335,Vasco,MATOSINHOS,"Custóias, Leça do Balio e Guifões",41.2239,-8.63855,Private room,300,3,0,,,1,83
18237477,Dot Oporto Flats Yellow,118736128,Isabel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15503,-8.60925,Entire home/apt,36,3,8,2018-08-19,0.17,2,183
18239457,Lovely Renewed Apartment+Terrace Porto Center City,43880420,Pedro,PORTO,Bonfim,41.14864,-8.58925,Entire home/apt,80,2,50,2017-06-09,0.98,1,0
18255017,My Home - Gaia,26745151,Marlene,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13477,-8.61087,Entire home/apt,28,2,111,2019-10-19,2.21,1,313
18265366,Oporto Beach House,126253628,Antonio,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07108,-8.65468,Entire home/apt,88,5,3,2017-06-12,0.09,2,135
18268954,"Simples, simpático e sereno",91129602,Sergio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15828,-8.60711,Private room,50,1,7,2017-06-24,0.14,1,336
18271807,Boutique Rentals / Boho Chic Apartment w/ Balcony,185835,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1543,-8.61185,Entire home/apt,78,1,123,2020-02-17,2.41,16,350
18271885,Porto Baixa I,69152985,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14811,-8.61632,Entire home/apt,60,2,98,2019-12-31,1.97,1,171
18271972,ORM - Almada 02 Apartment,19887538,Oporto Rental Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15059,-8.61213,Entire home/apt,50,1,74,2018-10-19,1.45,44,359
18272087,Casa Sr. José-House near Douro River-52798/AL,126275528,Fernanda,PORTO,Lordelo do Ouro e Massarelos,41.1467,-8.63151,Entire home/apt,30,1,130,2020-08-30,2.64,1,220
18276837,Atlantico Flat,126371506,Teodoro,PORTO,Lordelo do Ouro e Massarelos,41.15141,-8.65038,Entire home/apt,55,1,70,2019-05-21,1.36,1,255
18280870,Casa dos Laceiras,126402454,Sofia E Sara Ribeiro,VILA NOVA DE GAIA,"Sandim, Olival, Lever e Crestuma",41.02085,-8.50568,Entire home/apt,350,2,24,2019-07-05,0.50,1,297
18282281,GuestReady - Ao Coliseu 2E (Central studio suite),364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14648,-8.60477,Entire home/apt,26,2,78,2020-12-11,1.57,338,342
18283308,GuestReady - Ao Coliseu 1C ( central 2 bedroom apartment ),364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14648,-8.60477,Entire home/apt,30,2,147,2019-07-03,3.00,338,307
18283408,All-White Studio Apartment with Juliet Balcony,3469454,Lígia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14377,-8.61594,Entire home/apt,64,1,139,2020-03-13,2.74,6,349
18283683,GuestReady - Ao Coliseu 2C,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14648,-8.60477,Entire home/apt,30,2,173,2019-11-25,3.57,338,257
18284059,GuestReady - Ao Coliseu 2D (Central studio suite),364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14648,-8.60477,Entire home/apt,30,2,74,2019-04-05,1.53,338,359
18284612,GuestReady - Ao Coliseu 3E (Central Studio Suite),364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14648,-8.60477,Entire home/apt,25,2,92,2017-08-22,1.87,338,321
18284780,GuestReady - Ao Coliseu 3D (Central Studio Suite),364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14648,-8.60477,Entire home/apt,26,2,144,2019-09-06,2.86,338,361
18285006,"Casa Bela Apartments ★ 2 bedrooms, near the beach",3849926,Ariana,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14888,-8.67083,Entire home/apt,149,2,20,2019-09-08,0.44,5,338
18298916,Quarto individual sem janela (no window),114420795,Rui Fernando,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.11822,-8.61616,Private room,15,2,48,2019-12-10,1.24,3,90
18304060,Porto City Center 2,125344960,Ricardo,PORTO,Bonfim,41.14819,-8.60197,Entire home/apt,55,1,22,2019-09-24,0.43,1,362
18304749,Hostel da Susy near Metro Hospital S. João,2737782,Susana,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18498,-8.61781,Entire home/apt,31,2,15,2019-08-18,0.40,1,2
18310050,PORTO appart/piscine 6 pers,114845192,Sebastien,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.08156,-8.644,Entire home/apt,115,3,16,2019-02-14,0.34,1,334
18310482,"Passadiço Art and River House, na Paradinha",126639000,Helena,AROUCA,Alvarenga,40.93562,-8.17467,Entire home/apt,250,2,27,2020-07-05,0.55,1,323
18318546,Quinta Amarante Peace of heaven - Douro,126253628,Antonio,GONDOMAR,Melres e Medas,41.05585,-8.394,Entire home/apt,93,5,14,2020-07-28,0.30,2,155
18330194,GuestReady - Soft Linen Balcony,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15082,-8.60342,Entire home/apt,26,2,167,2020-02-21,3.28,338,344
18339838,Sweet House Porto | Trindade - with terrace,24001412,Susete & Fábio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1519,-8.61013,Entire home/apt,35,2,97,2020-05-26,2.20,1,306
18340594,Apartamento de Praia,126906508,Carlos,VILA NOVA DE GAIA,São Félix da Marinha,41.02471,-8.63883,Entire home/apt,55,4,40,2019-09-23,0.82,1,90
18340946,MERC PORTO SANTA CATARINA'S PLACE,124699338,Merc,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15054,-8.6042,Entire home/apt,42,2,16,2021-06-10,0.39,10,237
18346484,Quinta da Guerra-Arouca AL,77341227,Miguel,AROUCA,Urrô,40.91902,-8.28606,Private room,40,2,5,2017-06-14,0.11,3,362
18351981,Oporto Downtown Flats 1F,121931859,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14654,-8.60332,Entire home/apt,110,1,4,2017-05-01,0.08,7,234
18358760,Excelente quarto privado (5),34604200,Central,SÃO JOÃO DA MADEIRA,São João da Madeira,40.89979,-8.49277,Private room,43,1,3,2021-06-07,0.30,14,341
18359581,Oporto Downtown Flats 3F,121931859,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14637,-8.6042,Entire home/apt,110,2,8,2017-05-31,0.16,7,365
18359853,Oporto Downtown Flats Loft,121931859,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14694,-8.60273,Entire home/apt,110,1,3,2018-06-11,0.06,7,179
18365044,"BO - Almada 340 ""Red""  W/City View",127147042,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14874,-8.6113,Entire home/apt,89,2,0,,,24,175
18365048,Oporto Downtown Flats 2T,121931859,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14516,-8.60394,Entire home/apt,110,1,1,2017-05-01,0.02,7,234
18365179,"BO - Almada 340 ""Blue"" Apt. Balcony",127147042,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1505,-8.61262,Entire home/apt,89,2,0,,,24,127
18365336,Oporto Downtown Flats 1T,121931859,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1472,-8.60294,Entire home/apt,110,3,6,2017-07-22,0.12,7,365
18367567,Oporto Downtown Flats 3T,121931859,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14491,-8.60342,Entire home/apt,110,1,2,2017-08-09,0.04,7,233
18369150,"BO - Almada 340 ""Yellow"" Apt. Balcony",127147042,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15005,-8.61243,Entire home/apt,84,2,1,2021-06-24,1,24,148
18369328,"BO - Almada 340 ""Brown"" W/City View",127147042,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14882,-8.61161,Entire home/apt,84,2,0,,,24,166
18369966,An apartment with a view - Nó's place,93327406,Miguel,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13469,-8.60833,Entire home/apt,50,1,286,2020-06-30,5.81,1,140
18374957,See the Sea - Beach Flat,127246990,Dani,VILA NOVA DE GAIA,Canidelo,41.12884,-8.66381,Entire home/apt,66,3,20,2019-06-18,0.39,1,5
18381682,Porto Suite Deluxe,127311850,Miguel E Anabela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15262,-8.60433,Private room,76,1,1,2018-09-21,0.03,3,364
18384475,BRA.com Campanhã 001,40592098,Bárbara,PORTO,Bonfim,41.15099,-8.5907,Entire home/apt,60,2,0,,,24,173
18385829,"BO - Almada 340 ""Purple"" W/City Veiw",127147042,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14984,-8.61291,Entire home/apt,84,2,0,,,24,163
18386471,"BO - ALMADA 346 ""Dª MARIA"" APT W/ CITY VIEW",127147042,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14897,-8.61135,Entire home/apt,84,2,2,2021-05-26,0.04,24,166
18389544,Porto Suite Deluxe With Balcony,127311850,Miguel E Anabela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1513,-8.60469,Private room,34,1,1,2018-08-19,0.03,3,179
18391221,"BO - Almada 340 ""Yellow""Loft Balcony",127147042,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14905,-8.61106,Entire home/apt,79,2,5,2021-06-27,3.57,24,147
18402780,Petit Bolhao,27405001,Ana & António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14995,-8.60391,Entire home/apt,33,5,132,2019-07-18,2.62,2,143
