id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
41828407,Oporto Charm House,290355168,Casa,PORTO,Bonfim,41.14787,-8.59801,Entire home/apt,120,3,0,,,2,365
41828730,Oporto Charm House,290355168,Casa,PORTO,Bonfim,41.14969,-8.59785,Entire home/apt,120,3,0,,,2,365
41846655,Espinho Guesthouse - Sea View Apartment,97945451,Diogo,ESPINHO,Espinho,41.00527,-8.64537,Entire home/apt,110,4,0,,,2,329
41856287,The best views to Oporto,132934433,Luis,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13799,-8.61333,Entire home/apt,155,2,0,,,2,356
41856342,Oporto MyWish City Central Apartment  with garden,28228281,Teresa,PORTO,Bonfim,41.148724,-8.601531,Entire home/apt,64,2,4,2020-09-13,4,3,110
41869999,Espinho Guesthouse - Garden House,97945451,Diogo,ESPINHO,Espinho,41.00363,-8.64245,Entire home/apt,130,4,0,,,2,340
41870288,SOFTLY PORTO,139110639,Ruis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.150345,-8.608428,Entire home/apt,75,2,9,2020-09-27,0.78,44,337
41874557,Porto by the River 2,331129409,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14122,-8.61524,Entire home/apt,61,2,1,2020-03-05,0.06,1,0
41876475,DA'HOME - Jardins da Muralha 2 Bedroom Apartment - A,284193794,DAHome,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14268,-8.60809,Entire home/apt,124,2,27,2020-07-08,1.64,4,310
41877706,DA'HOME - Jardins da Muralha Studio - B,284193794,DAHome,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14207,-8.60939,Entire home/apt,60,2,8,2020-09-07,0.49,4,365
41878100,Loureiro Villas - A,331155298,Fresco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14563,-8.61007,Entire home/apt,98,1,8,2021-06-11,0.47,7,300
41879890,Loureiro Villas - B,331155298,Fresco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14364,-8.60996,Entire home/apt,58,1,4,2021-04-30,0.24,7,303
41880373,Loureiro Villas - C,331155298,Fresco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14519,-8.60882,Entire home/apt,51,1,2,2020-03-04,0.18,7,258
41880886,Loureiro Villas - D,331155298,Fresco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14557,-8.60891,Entire home/apt,50,1,1,2020-08-25,0.09,7,350
41881774,Loureiro Villas - F,331155298,Fresco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14507,-8.60841,Entire home/apt,58,1,1,2020-07-23,0.08,7,345
41885712,Fernandes Tomás AP,37015742,Francisco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14905,-8.60313,Entire home/apt,80,1,2,2020-03-08,2,2,173
41896234,Porto ON-THE-WALLS - Casa dos Clérigos,89145100,Cristina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14567,-8.61588,Entire home/apt,69,2,0,,,2,100
41901501,Clérigos Balcony,310415815,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14427,-8.61408,Entire home/apt,56,2,0,,,2,337
41904642,Cozy Loft in Downtown II,65869657,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15104,-8.61114,Entire home/apt,46,2,7,2021-05-16,0.63,3,314
41905958,Loureiro Villas - G,331155298,Fresco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14528,-8.60898,Entire home/apt,58,1,4,2021-06-24,0.24,7,326
41906502,Loureiro Villas - K,331155298,Fresco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14418,-8.61023,Entire home/apt,58,1,5,2020-07-09,0.30,7,297
41914394,Quarto de casal com Varanda,331087419,Thais,PORTO,Lordelo do Ouro e Massarelos,41.15501,-8.62921,Private room,24,1,1,2020-09-27,0.10,1,159
41926442,Loureiro Villas - E,2015743,Susana & Alfredo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14594,-8.60992,Entire home/apt,50,1,1,2020-08-07,0.09,7,329
41926570,OPO Covelo Home - your family home,331709776,OPO Covelo,PORTO,Paranhos,41.16388,-8.60761,Entire home/apt,115,2,1,2020-11-21,0.13,1,312
41926764,Loureiro Villas - H,2015743,Susana & Alfredo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14555,-8.61025,Entire home/apt,58,1,5,2021-06-07,2.38,7,341
41927260,Loureiro Villas - I,2015743,Susana & Alfredo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14386,-8.60971,Entire home/apt,58,1,12,2021-06-04,0.97,7,324
41927536,Loureiro Villas - J,2015743,Susana & Alfredo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14364,-8.6105,Entire home/apt,58,1,0,,,7,355
41928397,"Porto Camélia: 3 Bedroom + parking , city center",6787366,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14878,-8.60301,Entire home/apt,126,2,0,,,21,362
41945923,Nomad's Spacious 2 Bedroom Gaia,164595585,Nomad City Flats,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13515,-8.60582,Entire home/apt,77,1,0,,,33,155
41954875,Casa Rietsch - Junior Suite,267795944,Eugénio,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18234,-8.69091,Private room,78,1,2,2020-03-12,0.12,9,315
41969681,Waterspots & Vans,316108993,Rita,MAIA,Águas Santas,41.21592,-8.56359,Entire home/apt,35,30,0,,,2,338
41970603,Modern Loft w/ Gym & Free Parking near CBD by LovelyStay,280564100,LovelyStay,PORTO,Lordelo do Ouro e Massarelos,41.14864,-8.62807,Entire home/apt,51,2,33,2021-07-04,2.00,89,227
41971006,Kental Apartment,331300246,Poente,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16006,-8.61209,Entire home/apt,90,3,0,,,1,343
41975714,Twin/ double room at Watermark Surf House,7876703,Watermark,ESPINHO,Espinho,41.00431,-8.64599,Private room,45,2,0,,,8,338
41976291,Bunk Bed no.1 in mixed dorm- Watermark Surf House,7876703,Watermark,ESPINHO,Espinho,41.00542,-8.64517,Private room,26,2,0,,,8,318
41976484,AZURARA BEACH large and sunny apartment,114018833,Bruno,VILA DO CONDE,Árvore,41.33743,-8.73173,Entire home/apt,80,2,9,2021-04-26,0.69,4,42
41978070,Double room Mezzanine suite- Watermark Surf House,7876703,Watermark,ESPINHO,Espinho,41.0057,-8.64477,Private room,55,2,0,,,8,329
41978576,Twin/ Double room with ocean view at Watermark SH,7876703,Watermark,ESPINHO,Espinho,41.00459,-8.6462,Private room,65,2,0,,,8,335
41992820,Newark apartment near the beach,329600977,Izidro,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1837,-8.68185,Entire home/apt,80,2,0,,,2,163
41994230,Double suite private terrace- Watermark Surf House,7876703,Watermark,ESPINHO,Espinho,41.00454,-8.64404,Private room,65,2,0,,,8,331
41996439,Casa das Bocelinhas - Alojamento Local Arouca,332615445,Adriano,AROUCA,Arouca e Burgo,40.91782,-8.25559,Private room,35,2,0,,,1,36
42035252,Nomad's By Sta Catarina Flats - 1st Floor,164595585,Nomad City Flats,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1512,-8.60522,Entire home/apt,100,1,2,2021-06-13,1.43,33,355
42035575,Enjoy STUDIO 858 near Downtown,333123520,André,PORTO,Bonfim,41.15392,-8.59497,Entire home/apt,54,2,3,2021-07-03,0.18,1,361
42037365,CH - Casas das Caldeiras 1,239156393,Cool House,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14394,-8.614,Entire home/apt,125,4,0,,,5,365
42056909,Choose Oporto apartment III | Rua de Sta. Catarina,93793981,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15034,-8.60655,Entire home/apt,50,2,0,,,4,190
42061508,Choose Oporto apartment II | Rua de Santa Catarina,93793981,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15086,-8.60497,Entire home/apt,50,2,0,,,4,190
42064913,Apartament Rustic Oporto,333402444,Apartment Rustic Oporto,PORTO,Bonfim,41.14786,-8.59068,Entire home/apt,52,2,0,,,1,319
42065630,Art&Beach - 2 bedroom flat by Helena de Medeiros,596561,Mercedes,MATOSINHOS,Matosinhos e Leça da Palmeira,41.19192,-8.70322,Entire home/apt,120,4,1,2020-05-31,0.07,1,39
42067183,twins room,333424015,Oporto,PORTO,Bonfim,41.15502,-8.60029,Private room,25,2,8,2020-09-20,0.48,4,127
42083985,CATARINA'S HOUSE III,318113335,Arcelino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15731,-8.60523,Entire home/apt,59,3,0,,,2,0
42092322,Bunk bed no.4 in mixed dorm- Watermark Surf House,7876703,Watermark,ESPINHO,Espinho,41.005,-8.64537,Shared room,26,2,0,,,8,123
42094008,Charrua House,333809950,Maria,PAREDES,Aguiar de Sousa,41.10195,-8.43021,Entire home/apt,70,5,10,2021-05-27,0.82,1,29
42107433,Breiner 310 Downtown Porto Boutique Apartments 01,328379311,Jose,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15121,-8.62028,Entire home/apt,83,2,0,,,9,128
42111704,Guest H4U - CAMPANHA DOUBLE QUIET ROOM,5639436,Isa,PORTO,Campanhã,41.14904,-8.58685,Private room,27,2,0,,,23,0
42115738,Porto-Braga Country Side (Piscina privada),334047684,Cristina,TROFA,Alvarelhos e Guidões,41.31201,-8.6162,Entire home/apt,110,2,23,2021-06-25,1.70,2,213
42128316,Nomad's Netto & Subway - Romantic Terrace,164595585,Nomad City Flats,PORTO,Bonfim,41.14864,-8.60021,Entire home/apt,66,1,1,2020-03-16,0.06,33,347
42129277,Estrela d'Alva by the center,334243958,Sara,PORTO,Bonfim,41.15699,-8.59879,Entire home/apt,65,30,0,,,1,344
42129587,Appartement Porto Sud 5 min plage.moderne,296673821,Florian,VILA NOVA DE GAIA,Arcozelo,41.06511,-8.63487,Entire home/apt,49,2,8,2020-03-18,0.48,1,49
42135749,OPORTO GUEST Downtown Taipas Studio,334306912,Inês,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14391,-8.61638,Entire home/apt,40,2,5,2021-06-04,0.30,1,353
42137396,Gruta,66449897,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15936,-8.62328,Entire home/apt,25,3,0,,,3,319
42146841,HEART OF THE CITY 10 !,37860920,Telmo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1362,-8.60841,Entire home/apt,100,2,1,2020-04-17,0.07,11,0
42190220,Porto City Apartment,89373319,Shaker,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15456,-8.60853,Entire home/apt,69,2,0,,,2,217
42190412,Room in Matosinhos,309860028,Maria,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18016,-8.68966,Private room,20,30,0,,,4,0
42190485,Romantic Loft with Private Garden,335003129,Patrick,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14412,-8.60519,Entire home/apt,70,3,3,2020-08-26,0.28,1,0
42191126,"True People, Real Porto -  Two Studios (1T & 2)",200610900,Helena,PORTO,Campanhã,41.14736,-8.58844,Entire home/apt,88,3,0,,,6,189
42191771,Trendy Flat | Instaworthy River View by Host Wise,12730028,Host Wise,PORTO,Bonfim,41.14125,-8.59779,Entire home/apt,209,2,2,2020-07-24,0.12,112,345
42194386,"True People, Real Porto - Studio w/ Garden (1T)",200610900,Helena,PORTO,Campanhã,41.14861,-8.588,Entire home/apt,56,3,1,2020-02-13,0.06,6,253
42211633,Bunk bed no.5  in mixed dorm- Watermark Surf House,7876703,Watermark,ESPINHO,Espinho,41.00598,-8.64616,Shared room,26,2,0,,,8,117
42212304,Upscale Flat | Instaworthy River View by Host Wise,12730028,Host Wise,PORTO,Bonfim,41.14285,-8.5992,Entire home/apt,325,2,1,2020-02-26,0.06,112,322
42213229,Bunk bed no.7  in mixed dorm- Watermark Surf House,7876703,Watermark,ESPINHO,Espinho,41.00465,-8.64452,Shared room,26,2,0,,,8,111
42215233,Cozy Duplex w/ Patio near train/metro station by LovelyStay,280564100,LovelyStay,PORTO,Campanhã,41.15007,-8.58958,Entire home/apt,121,2,7,2020-03-18,0.41,89,187
42216661,GuestReady - Pratinhas,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15482,-8.60919,Entire home/apt,23,1,42,2021-06-23,3.22,338,336
42218015,Tito Studio Terrace with A/C,335340743,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15354,-8.60761,Entire home/apt,55,2,1,2020-03-22,0.06,1,159
42218630,Guesthouse Monsanto 58 1,119157440,Manuela,PORTO,Paranhos,41.17133,-8.61637,Private room,30,1,0,,,9,365
42219767,Be Oporto Apartments Clérigos (1T),309248805,Paulo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14689,-8.6139,Entire home/apt,99,1,0,,,4,365
42220344,Trendy Flats | Instaworthy River View by Host Wise,12730028,Host Wise,PORTO,Bonfim,41.14126,-8.59886,Entire home/apt,219,2,0,,,112,226
42221062,T1 in Beautiful PORTO City,89373319,Shaker,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15315,-8.60758,Entire home/apt,69,2,0,,,2,163
42221111,Guesthouse Monsanto 58 2,119157440,Manuela,PORTO,Paranhos,41.17259,-8.61627,Private room,25,2,0,,,9,347
42223121,Guesthouse Monsanto 58 3,119157440,Manuela,PORTO,Paranhos,41.17345,-8.61727,Private room,35,2,0,,,9,365
42225781,Guest H4U - Porto Casa da Musica,5639436,Isa,PORTO,Lordelo do Ouro e Massarelos,41.15846,-8.63427,Entire home/apt,99,2,1,2020-08-09,0.09,23,90
42237336,The Glorious Apartment Porto,335540152,Francisca,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15297,-8.60846,Entire home/apt,75,2,0,,,1,348
42246363,Beach Luxury Apart/Amazing Balcony 4pax,72772874,Maria,VILA NOVA DE GAIA,Canidelo,41.11401,-8.66292,Entire home/apt,81,3,1,2020-06-08,0.08,1,125
42249883,Guesthouse Monsanto 58,119157440,Manuela,PORTO,Paranhos,41.17276,-8.61601,Entire home/apt,100,3,0,,,9,346
42250861,Oporto Choose Happiness,335623643,Your,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15969,-8.61004,Entire home/apt,55,2,1,2020-08-16,0.09,2,190
42252656,Nomad's Revival Porto Studio,164595585,Nomad City Flats,PORTO,Bonfim,41.14882,-8.60172,Entire home/apt,67,1,0,,,33,316
42265067,Quartos particulares Chambres privées  Guest rooms,226199091,Marco,GONDOMAR,Baguim do Monte (Rio Tinto),41.19254,-8.53433,Private room,75,3,0,,,1,179
42268640,Casa Cantinho com Terraço,151122258,Lucia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1536,-8.60739,Entire home/apt,40,7,0,,,3,190
42270333,Suite Vista Mar em Hotel Familiar,102231576,Joana,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15422,-8.67799,Private room,60,1,0,,,2,357
42286962,Villa Granja Sol,82364061,Maribel,VILA NOVA DE GAIA,São Félix da Marinha,41.03696,-8.63877,Entire home/apt,60,2,0,,,2,146
42289157,ChatNoirPorto LaMaison 3,302244733,Fabulas,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16134,-8.6201,Private room,22,2,24,2021-05-16,1.97,4,308
42293679,Blue Room,333424015,Oporto,PORTO,Bonfim,41.15329,-8.60031,Private room,25,2,1,2020-11-30,0.13,4,133
42294013,Yellow Room,333424015,Oporto,PORTO,Bonfim,41.15528,-8.5988,Private room,22,2,1,2020-03-09,0.06,4,156
42303898,Casinha acolhedora centro do Porto,151122258,Lucia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15374,-8.60885,Entire home/apt,35,2,0,,,3,190
42305358,Lovely Country House with Pool and Garden,334319809,Casa Da Guarda De Fora,PAREDES,Cete,41.17606,-8.36863,Entire home/apt,238,4,0,,,1,329
42314297,Oporto Sweet & Tasty,335623643,Your,PORTO,Bonfim,41.15036,-8.59845,Entire home/apt,39,2,8,2020-10-04,0.48,2,352
42314944,Luxury Penthouse apartment with Jacuzzi for 2,199285591,Judite,PORTO,Lordelo do Ouro e Massarelos,41.15835,-8.63249,Entire home/apt,120,1,18,2021-07-08,1.79,15,312
42321225,Porto Domus 210 Guest House,181844692,Miguel,PORTO,Bonfim,41.14945,-8.59654,Entire home/apt,66,1,61,2021-03-01,3.64,1,315
42321275,Porta 7,224377396,Ana,VILA NOVA DE GAIA,Canidelo,41.12761,-8.64524,Entire home/apt,63,2,2,2020-08-13,0.17,1,359
42344366,Regadas Guest House - Gaia & Porto,333129995,Ana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13619,-8.6278,Entire home/apt,89,2,10,2021-06-16,0.73,1,228
42359707,Oporto Trindade Flat,336916460,Your Host,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15345,-8.61133,Entire home/apt,68,2,0,,,1,356
42367627,Appartement 3 chambres Porto,56012168,Hélène,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18871,-8.6595,Entire home/apt,50,2,0,,,1,303
42370492,Oporto City View - Modern fully equipped apartment,51447621,Cityview,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60315,Entire home/apt,118,2,3,2021-05-23,0.18,17,324
42372694,10 bed mixed dorm ensuite!,264905723,CATS Porto Hostel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14503,-8.60785,Entire home/apt,90,1,0,,,1,364
42372734,House Romantic,112913443,Alberto,PORTO,Lordelo do Ouro e Massarelos,41.14824,-8.62648,Entire home/apt,49,2,6,2021-01-20,0.54,4,321
42378371,House Romantic I r/c Left,112913443,Alberto,PORTO,Lordelo do Ouro e Massarelos,41.14817,-8.62681,Entire home/apt,29,2,2,2021-06-25,1.46,4,246
42381781,House Romantic I r/c Right,112913443,Alberto,PORTO,Lordelo do Ouro e Massarelos,41.14969,-8.62783,Entire home/apt,30,2,6,2020-08-07,0.59,4,308
42382722,House Romantic II,112913443,Alberto,PORTO,Lordelo do Ouro e Massarelos,41.14939,-8.62818,Entire home/apt,28,2,7,2021-06-19,0.64,4,258
42394714,GuestReady - The Happy Place in Porto,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15347,-8.62188,Entire home/apt,25,2,20,2021-06-24,1.19,338,354
42396695,Lovely Rustic Studio w/ Netflix | Walk Everywhere,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15063,-8.62192,Entire home/apt,108,2,3,2020-07-31,0.19,112,335
42397979,And Justice For All Apartment,290555154,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15288,-8.61661,Entire home/apt,90,2,1,2020-12-20,0.15,1,359
42399777,GALLERYGUESTS - home in a gallery with a view,337428454,Galleryguests,PORTO,Lordelo do Ouro e Massarelos,41.14632,-8.63094,Entire home/apt,76,2,0,,,1,266
42420809,Infante Cobertura - Luxury Apartment,337664298,Welcome,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1409,-8.61526,Entire home/apt,140,3,0,,,1,357
42435005,Split Level - Casa Jardim E,283948097,Casa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15559,-8.60822,Entire home/apt,70,2,0,,,5,45
42435119,Studio Garden - Casa Jardim A,283948097,Casa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15337,-8.60721,Entire home/apt,60,2,2,2020-07-26,0.17,5,60
42435176,Studio Garden - Casa Jardim B,283948097,Casa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15568,-8.60658,Entire home/apt,51,2,0,,,5,77
42438757,SALGUEIROS,337836960,Casa,PORTO,Paranhos,41.17089,-8.59601,Entire home/apt,240,2,0,,,1,345
42444229,Studio im Garten,28042320,Maria Angelina,PORTO,Ramalde,41.17785,-8.62643,Entire home/apt,21,7,2,2020-09-21,0.13,3,283
42449771,Quarto em Emesinde Porto - Portugal,181687438,Elza,VALONGO,Ermesinde,41.21127,-8.55484,Private room,25,1,0,,,1,130
42450097,| D858 | with AC and balcony | near Downtown,337941989,Corina,PORTO,Bonfim,41.154026,-8.595137,Entire home/apt,57,2,1,2020-05-09,0.07,1,358
42452188,CORAL - cozy bedroom in traditional Porto house,314172445,Cristina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1589,-8.6188,Private room,31,2,8,2020-08-13,0.51,3,35
42454898,"Casa 411, comfy accommodation with terrace and A/C",6787366,Paula,PORTO,Ramalde,41.16265,-8.637,Entire home/apt,67,2,0,,,21,362
42461022,Flat 589,41637783,Nuno,PORTO,Bonfim,41.15707,-8.59932,Entire home/apt,34,1,24,2021-06-09,1.79,1,358
42485112,Raiz,66449897,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15761,-8.62364,Entire home/apt,31,3,0,,,3,333
42485141,Favo,66449897,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15915,-8.62319,Private room,23,1,0,,,3,314
42497715,"Condes de Azevedo Palace, Studio",318965903,Condes De Azevedo Palace,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14273,-8.60786,Private room,120,1,0,,,2,364
42497885,"Condes de Azevedo Palace, Suites Apartments",318965903,Condes De Azevedo Palace,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14272,-8.60995,Private room,266,1,0,,,2,337
42500844,Trendy Cozy Studio w/ Netflix | Walk Everywhere,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15009,-8.62172,Entire home/apt,113,2,0,,,112,332
42501379,Bright Loft w/ Seaview and AC,338465546,Mário,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14965,-8.67553,Entire home/apt,60,7,13,2020-04-28,1.17,1,279
42501872,Modern Bright Studio w/ Terrace | Walk Everywhere,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15048,-8.62154,Entire home/apt,211,2,0,,,112,207
42505596,Comfy Elegant Studio w/ Balcony | City Center,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14862,-8.62206,Entire home/apt,211,2,0,,,112,191
42513402,Quarto Duplo com casa de banho e terraço,338561437,Vita,PORTO,Bonfim,41.16037,-8.60082,Private room,40,1,3,2021-06-13,0.50,7,311
42523342,GuestReady - Marques Design Balcony,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16172,-8.60474,Entire home/apt,41,2,27,2020-03-09,1.67,338,346
42527098,Dupla/ Twin standard. Porto Riad - Guest House,39815965,Raquel,PORTO,Bonfim,41.15642,-8.60286,Private room,54,1,0,,,10,365
42527102,dupla low cost. Porto Riad - Guest House,39815965,Raquel,PORTO,Bonfim,41.15469,-8.60344,Private room,46,1,0,,,10,365
42527105,individual. Porto Riad - Guest House,39815965,Raquel,PORTO,Bonfim,41.15646,-8.60192,Private room,46,1,0,,,10,365
42527114,triplo. Porto Riad - Guest House,39815965,Raquel,PORTO,Bonfim,41.15606,-8.60204,Private room,70,1,0,,,10,365
42527729,Excelente apartamento no Alto da Maia,195672658,Filipe,MAIA,Águas Santas,41.20567,-8.56185,Private room,12,2,1,2020-03-15,0.06,1,0
42534820,Simples Conforto,338783994,Elizabeth,VALONGO,Ermesinde,41.20688,-8.5549,Private room,14,1,1,2020-10-28,0.12,1,364
42542985,GuestReady - Bright and Modern 2BR Flat in Vila Nova de Gaia,402191311,GuestReady,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13664,-8.62555,Entire home/apt,30,2,5,2021-06-19,0.30,30,325
42549375,Luxury 2BR duplex apartment in Foz Porto by LovelyStay,280564100,LovelyStay,PORTO,Lordelo do Ouro e Massarelos,41.14621,-8.65886,Entire home/apt,128,2,24,2021-04-13,2.01,89,224
42557149,CasamiaVilla@Porto,338982798,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16031,-8.63283,Entire home/apt,300,3,0,,,1,365
42557498,oporto airport house,338985774,Maria,MAIA,Moreira,41.25121,-8.65172,Entire home/apt,90,1,2,2020-12-27,0.16,1,304
42559266,⭐Deluxe Studio Aliados:Top Location @ Hist.Center,338999479,Maria & Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1517,-8.61208,Entire home/apt,61,1,54,2020-11-20,4.43,1,324
42563346,Alojamento,339035191,Gsvsusg,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15971,-8.61113,Private room,28,1,0,,,1,79
42563921,Lopinhos House,339041206,Natércia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14209,-8.61357,Entire home/apt,50,2,0,,,1,327
42564342,Rock N Porto,339043123,Isabel Sofia,PORTO,Paranhos,41.16503,-8.60154,Entire home/apt,37,2,0,,,1,0
42573593,"T 1 Simpático, Ideal para Recém chegados a Porto .",146561170,Nascimento,VILA NOVA DE GAIA,Vilar de Andorinho,41.09627,-8.59055,Entire home/apt,30,360,0,,,1,365
42574223,Duque - Guest House,226559270,Duque-Guest House,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14457,-8.60483,Entire home/apt,66,2,1,2020-08-20,0.09,1,355
42580639,Casa Rural do Salgueirinho,136662277,Alugabem,SANTO TIRSO,Reguenga,41.2715,-8.45486,Entire home/apt,100,1,1,2020-07-12,0.08,5,331
42581463,ORM Chã Apartments,19887538,Oporto Rental Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14423,-8.60902,Entire home/apt,50,1,0,,,44,313
42582103,"Modern triplex w/ AC near beach, metro & fish market by LovelyStay",339188079,Elani,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18592,-8.6947,Entire home/apt,188,2,0,,,1,217
42582325,La Maison Bolhão - Downtown Apartment,339192775,La,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15103,-8.60542,Entire home/apt,111,1,0,,,1,220
